stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,bt_id
0594,0594,NORTHERN LIGHTS & CMBL ARSTR ESE,61.195167,-149.76872,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1847,1847
0611,0611,ELMORE & PROVIDENCE SSE,61.188319,-149.810213,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1856,1856
0628,0628,15TH AVENUE & SITKA WNW,61.207798,-149.846484,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1863,1863
0629,0629,15TH AVENUE & NELCHINA ENE,61.207809,-149.856392,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1864,1864
0630,0630,15TH AVENUE & MEDFRA WNW,61.20781,-149.859415,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1865,1865
0632,0632,15TH AVENUE & INGRA ENE,61.207811,-149.865041,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1866,1866
0635,0635,13TH AVENUE & EAGLE WNW,61.209744,-149.875839,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1868,1868
0636,0636,13TH AVENUE & CORDOVA ENE,61.209749,-149.878282,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1869,1869
0637,0637,CORDOVA & 11TH AVENUE SSE,61.211585,-149.879021,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1870,1870
0640,0640,CORDOVA & 6TH AVENUE NNE,61.216944,-149.87905,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1872,1872
0652,0652,9TH AVENUE & C STREET WNW,61.213673,-149.88852,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1873,1873
0653,0653,E STREET & 10TH AVENUE NNW,61.212841,-149.891602,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1874,1874
0654,0654,E STREET & 12TH AVENUE SSW,61.210324,-149.891561,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1875,1875
0655,0655,E STREET & 14TH AVENUE SSW,61.208368,-149.891574,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1876,1876
0656,0656,17TH AVENUE & E STREET WNW,61.205314,-149.89336,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1877,1877
0657,0657,ARCTIC & 19TH AVENUE SSW,61.203142,-149.897905,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1878,1878
0658,0658,ARCTIC & 22ND AVENUE NNW,61.201067,-149.897917,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1879,1879
0659,0659,ARCTIC & FIREWEED SSW,61.198122,-149.89808,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1880,1880
0660,0660,ARCTIC & 27TH AVENUE SSW,61.195986,-149.898141,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1881,1881
0661,0661,ARCTIC & BENSON NNW,61.194511,-149.898114,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1882,1882
0662,0662,ARCTIC & 30TH AVENUE SSW,61.192542,-149.89812,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1883,1883
0664,0664,ARCTIC & 34TH AVENUE SSW,61.189159,-149.898136,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1884,1884
0666,0666,ARCTIC & CHUGACH WAY NNW,61.186477,-149.898122,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1886,1886
0667,0667,ARCTIC & 41ST AVENUE SSW,61.183871,-149.898111,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1887,1887
0668,0668,ARCTIC & TUDOR SSW,61.179537,-149.898123,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1888,1888
0669,0669,ARCTIC & LANCASTER SSW,61.175565,-149.8981,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1889,1889
0670,0670,ARCTIC & INTL ARPT RD SSW,61.173133,-149.898113,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1890,1890
0671,0671,ARCTIC & 54TH AVENUE SSW,61.170978,-149.898171,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1891,1891
0674,0674,ARCTIC & 58TH AVENUE SSW,61.167841,-149.898169,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1893,1893
0675,0675,ARCTIC & ARCTIC SPUR RD SSW,61.163721,-149.89493,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1894,1894
0676,0676,ARCTIC & RASPBERRY SSW,61.158515,-149.892282,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1895,1895
0677,0677,ARCTIC & 70TH AVENUE SSW,61.15687,-149.892223,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1896,1896
0678,0678,ARCTIC & 74TH AVENUE NNW,61.154144,-149.892211,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1897,1897
0679,0679,ARCTIC & 76TH AVENUE SSW,61.151638,-149.892303,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1898,1898
0680,0680,ARCTIC & 81ST AVENUE NNW,61.149017,-149.89229,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1899,1899
0682,0682,DIMOND & KING WNW,61.144903,-149.880355,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1900,1900
0683,0683,DIMOND & ARCTIC ESE,61.144463,-149.890697,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1901,1901
0684,0684,DIMOND & C STREET ESE,61.144557,-149.885168,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1902,1902
0685,0685,DIMOND & KING ESE,61.144568,-149.877425,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1903,1903
0694,0694,ARCTIC & DIMOND NNE,61.14555,-149.891887,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1904,1904
0696,0696,ARCTIC & HIGHLANDER S NNE,61.149121,-149.89192,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1905,1905
0697,0697,ARCTIC & 76TH AVENUE NNE,61.152377,-149.89187,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1906,1906
0698,0698,ARCTIC & 74TH AVENUE NNE,61.153981,-149.891853,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1907,1907
0699,0699,ARCTIC & 72ND AVENUE NNE,61.155539,-149.891855,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1908,1908
0700,0700,ARCTIC & 70TH AVENUE NNE,61.15754,-149.891925,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1909,1909
0701,0701,ARCTIC & RASPBERRY NNE,61.159903,-149.891887,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1910,1910
0702,0702,ARCTIC & ARCTIC SPUR RD ENE,61.164262,-149.895445,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1911,1911
0703,0703,ARCTIC & 58TH AVENUE SSE,61.168739,-149.897784,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1912,1912
0704,0704,ARCTIC & POTTER NNE,61.171563,-149.897832,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1913,1913
0706,0706,ARCTIC & INTL ARPT RD NNE,61.174199,-149.897688,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1915,1915
0707,0707,ARCTIC & 47TH AVENUE SSE,61.177043,-149.897742,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1916,1916
0708,0708,ARCTIC & 46TH AVENUE SSE,61.178836,-149.897763,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1917,1917
0709,0709,ARCTIC & TUDOR NNE,61.181137,-149.897723,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1918,1918
0710,0710,ARCTIC & 41ST AVENUE NNE,61.184199,-149.897811,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1919,1919
0711,0711,ARCTIC & 36TH AVENUE SSE,61.187186,-149.897827,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1920,1920
0712,0712,ARCTIC & 34TH AVENUE NNE,61.190028,-149.897778,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1921,1921
0713,0713,ARCTIC & 32ND AVENUE NNE,61.191915,-149.897785,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1922,1922
0714,0714,ARCTIC & NORTHERN LIGHTS SSE,61.194934,-149.897759,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1923,1923
0715,0715,ARCTIC & NORTHERN LIGHTS NNE,61.195971,-149.897785,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1924,1924
0716,0716,ARCTIC & FIREWEED NNE,61.199038,-149.897712,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1925,1925
0717,0717,ARCTIC & 22ND AVENUE NNE,61.201366,-149.897658,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1926,1926
0718,0718,ARCTIC & 19TH AVENUE SSE,61.203273,-149.897681,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1927,1927
0720,0720,E STREET & 14TH AVENUE NNE,61.209055,-149.891314,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1928,1928
0721,0721,E STREET & 12TH AVENUE NNE,61.211014,-149.891335,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1929,1929
0722,0722,E STREET & 10TH AVENUE NNE,61.212918,-149.891274,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1930,1930
0734,0734,6TH AVENUE & CORDOVA WSW,61.216545,-149.88,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1931,1931
0736,0736,6TH AVENUE & INGRA WSW,61.216485,-149.868038,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1933,1933
0737,0737,6TH AVENUE & KARLUK ESE,61.216663,-149.861675,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1934,1934
0747,0747,PENLAND PKWY & BRAGAW WSW,61.215861,-149.808749,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1941,1941
0748,0748,7TH AVENUE & BRAGAW ESE,61.21587,-149.807364,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1942,1942
0749,0749,7TH AVENUE & KLEVIN WSW,61.215889,-149.805239,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1943,1943
0750,0750,KLEVIN & 7TH AVENUE NNE,61.216175,-149.804512,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1944,1944
0751,0751,KLEVIN & 4TH AVENUE SSE,61.218581,-149.804512,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1945,1945
0754,0754,4TH AVENUE & SHAW WSW,61.218678,-149.798963,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1947,1947
0755,0755,4TH AVENUE & PINE WSW,61.218697,-149.794306,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1948,1948
0756,0756,KENAI & PINE ESE,61.22019,-149.792276,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1949,1949
0757,0757,KENAI & STEWART WSW,61.220172,-149.788515,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1950,1950
0758,0758,LIONHEART & FIREOVED DR ESE,61.220517,-149.78434,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1951,1951
0768,0768,TURPIN & QUEENSVIEW NNE,61.216365,-149.755885,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1960,1960
0769,0769,TURPIN & 4TH AVENUE SSE,61.218327,-149.755813,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1961,1961
0770,0770,TURPIN & 2ND AVENUE NNE,61.22094,-149.755825,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1962,1962
0771,0771,BOUNDARY & TURPIN ESE,61.222848,-149.755078,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1963,1963
0772,0772,BOUNDARY & PATTERSON ESE,61.22417,-149.747893,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1964,1964
0773,0773,OKLAHOMA ST & BOUNDARY SSW,61.223825,-149.744946,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1965,1965
0774,0774,OKLAHOMA ST & PECK NNW,61.222454,-149.744932,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1966,1966
0775,0775,OKLAHOMA ST & DUBEN SSW,61.220232,-149.744865,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1967,1967
0776,0776,OKLAHOMA ST & 4TH AVENUE NNW,61.218842,-149.744807,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1968,1968
0777,0777,OKLAHOMA ST & 6TH AVENUE NNW,61.217086,-149.744803,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1969,1969
0778,0778,6TH AVENUE & CREEKSIDE WSW,61.216918,-149.741557,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1970,1970
0779,0779,6TH AVENUE & IDAHO ESE,61.216885,-149.736835,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1971,1971
0780,0780,6TH AVENUE & MULDOON WSW,61.216866,-149.734397,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1972,1972
0784,0784,PECK AVENUE & GRAND LARRY ESE,61.222341,-149.729015,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1973,1973
0785,0785,PECK AVENUE & PLACE ST ESE,61.222288,-149.723246,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1974,1974
0786,0786,PECK AVENUE & ORANGE LEAF ESE,61.22234,-149.718922,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1975,1975
0787,0787,CENTENNIAL & PECK NNW,61.222638,-149.717454,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1976,1976
0789,0789,PECK AVENUE & ORANGE LEAF ENE,61.222449,-149.719525,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1977,1977
0790,0790,PECK AVENUE & PLACE WNW,61.222438,-149.724134,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1978,1978
0791,0791,PECK AVENUE & GRAND LARRY ENE,61.222441,-149.728986,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1979,1979
0793,0793,MULDOON & DUBEN NNW,61.221014,-149.733744,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1980,1980
0794,0794,MULDOON & 4TH AVENUE NNW,61.218911,-149.733782,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1981,1981
0795,0795,6TH AVENUE & MULDOON WNW,61.217027,-149.734303,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1982,1982
0796,0796,6TH AVENUE & IDAHO WNW,61.216998,-149.737624,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1983,1983
0797,0797,6TH AVENUE & CREEKSIDE WNW,61.217037,-149.741705,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1984,1984
0798,0798,OKLAHOMA ST & 6TH AVENUE NNE,61.217333,-149.744651,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1985,1985
0799,0799,OKLAHOMA ST & 4TH AVENUE NNE,61.218955,-149.744689,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1986,1986
0800,0800,OKLAHOMA ST & DUBEN NNE,61.220716,-149.744663,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1987,1987
0801,0801,OKLAHOMA ST & PECK NNE,61.222618,-149.74468,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1988,1988
0802,0802,OKLAHOMA ST & BOUNDARY SSE,61.223968,-149.744681,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1989,1989
0803,0803,BOUNDARY & PATTERSON ENE,61.224226,-149.748244,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1990,1990
0804,0804,BOUNDARY & TURPIN ENE,61.222894,-149.755472,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1991,1991
0805,0805,TURPIN & 2ND AVENUE SSW,61.220286,-149.756066,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1992,1992
0806,0806,TURPIN & 4TH AVENUE SSW,61.218657,-149.756083,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1993,1993
0807,0807,TURPIN & 6TH AVENUE SSW,61.21685,-149.75604,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=1994,1994
0817,0817,LIONHEART & FIREOVED DR WNW,61.220623,-149.784937,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2003,2003
0818,0818,KENAI & STEWART WNW,61.220268,-149.788479,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2004,2004
0820,0820,4TH AVENUE & PINE WNW,61.218807,-149.794373,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2005,2005
0821,0821,4TH AVENUE & SHAW WNW,61.218808,-149.798769,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2006,2006
0823,0823,KLEVIN & 4TH AVENUE SSW,61.218552,-149.804719,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2008,2008
0824,0824,7TH AVENUE & KLEVIN WNW,61.215987,-149.805231,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2009,2009
0826,0826,PENLAND PKWY & NORTHWAY WNW,61.215669,-149.813189,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2010,2010
0829,0829,5TH AVENUE & AIRPORT HGTS WNW,61.21778,-149.827712,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2011,2011
0833,0833,5TH AVENUE & CONCRETE WNW,61.217632,-149.850925,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2014,2014
0835,0835,5TH AVENUE & KARLUK ENE,61.217638,-149.861238,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2015,2015
0836,0836,5TH AVENUE & GAMBELL WNW,61.217632,-149.871758,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2016,2016
0839,0839,5TH AVENUE & BARROW WNW,61.217673,-149.882008,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2018,2018
0851,0851,A STREET & 3RD AVENUE NNE,61.220023,-149.883717,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2019,2019
0852,0852,LOOP & BLUFF SSE,61.231075,-149.8726,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2020,2020
0853,0853,BLUFF & BIRCH ESE,61.230867,-149.86963,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2021,2021
0854,0854,BLUFF & DOGWOOD ESE,61.230368,-149.866043,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2022,2022
0855,0855,RICHARDSON VISTA & BLDG 19 EAST,61.230683,-149.861203,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2023,2023
0856,0856,RICHARDSON VISTA & BLDG 14 SOUTH,61.230478,-149.85709,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2024,2024
0857,0857,RICHARDSON VISTA & BLDG 12 WEST,61.229348,-149.855157,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2025,2025
0858,0858,IVY & HOLLYWOOD NNW,61.22828,-149.858245,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2026,2026
0859,0859,HOLLYWOOD & GUM ENE,61.228714,-149.861853,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2027,2027
0860,0860,HOLLYWOOD & ELM ENE,61.22917,-149.864998,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2028,2028
0861,0861,HOLLYWOOD & LOOP ENE,61.2303,-149.873352,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2029,2029
0916,0916,OLD GLENN & CENTERFIELD NNW,61.322757,-149.570576,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2039,2039
0917,0917,OLD GLENN & EAGLE RIVER ROAD ESE,61.320313,-149.570707,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2040,2040
0957,0957,HILLCREST & WEST HIGH SCHOOL S,61.200949,-149.914986,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2042,2042
0958,0958,HILLCREST & ROMIG PLACE ESE,61.200527,-149.909789,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2043,2043
0959,0959,SPENARD & FIREWEED NNW,61.199168,-149.905968,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2044,2044
0992,0992,OLD SEWARD & DIMOND SSW,61.14402,-149.864385,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2071,2071
1015,1015,HUFFMAN & SILVERFOX ESE,61.108556,-149.859913,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2087,2087
1071,1071,SPENARD & HILLCREST SSE,61.200246,-149.90745,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2126,2126
1072,1072,SPENARD & 19TH AVENUE NNE,61.203679,-149.905504,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2127,2127
1075,1075,I STREET & 11TH AVENUE SSE,61.211445,-149.89949,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2128,2128
1089,1089,NORTHERN LIGHTS & MULDOON WNW,61.195397,-149.736429,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2130,2130
1100,1100,NORTHERN LIGHTS & ARCA DR ENE,61.19906,-149.81666,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2131,2131
1123,1123,SPENARD & 36TH AVENUE SSW,61.187809,-149.908954,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2141,2141
1135,1135,SPENARD & IOWA WNW,61.18292,-149.929105,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2152,2152
1136,1136,SPENARD & BARBARA WNW,61.18212,-149.932973,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2153,2153
1137,1137,SPENARD & TURNAGAIN BLVD WNW,61.181557,-149.935655,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2154,2154
1138,1138,SPENARD & LAKESHORE WNW,61.180332,-149.9382,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2155,2155
1158,1158,I STREET & 15TH AVENUE NNE,61.208166,-149.89948,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2173,2173
1159,1159,I STREET & 13TH AVENUE NNE,61.20989,-149.899466,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2174,2174
1161,1161,I STREET & 9TH AVENUE SSE,61.213314,-149.899458,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2175,2175
1166,1166,5TH AVENUE & B STREET WNW,61.217663,-149.886447,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2176,2176
1172,1172,L STREET & 9TH AVENUE SSW,61.213312,-149.903807,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2177,2177
1173,1173,L STREET & 11TH AVENUE SSW,61.211336,-149.903843,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2178,2178
1174,1174,L STREET & 13TH AVENUE SSW,61.209409,-149.903821,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2179,2179
1175,1175,MINNESOTA & 26TH AVENUE SSW,61.197062,-149.913412,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2180,2180
1193,1193,SPENARD & FORREST SSE,61.181644,-149.934613,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2196,2196
1194,1194,SPENARD & IOWA SSE,61.182522,-149.92922,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2197,2197
1228,1228,NORTHERN LIGHTS & BRAGAW ESE,61.198672,-149.807013,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2213,2213
1230,1230,NORTHERN LIGHTS & WESLEYAN ESE,61.195107,-149.786908,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2214,2214
1231,1231,NORTHERN LIGHTS & SUNFLOWER ESE,61.19514,-149.782938,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2215,2215
1232,1232,NORTHERN LIGHTS & BONIFACE ESE,61.195092,-149.775854,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2216,2216
1234,1234,NORTHERN LIGHTS & BAXTER ESE,61.195161,-149.762206,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2217,2217
1235,1235,NORTHERN LIGHTS & CIMMARON ESE,61.195175,-149.757335,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2218,2218
1236,1236,NORTHERN LIGHTS & BRITTANY ESE,61.195125,-149.752912,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2219,2219
1237,1237,NORTHERN LIGHTS & PATTERSON ESE,61.195187,-149.747078,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2220,2220
1238,1238,NORTHERN LIGHTS & AUGUSTINE ESE,61.195212,-149.741497,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2221,2221
1240,1240,MULDOON & NORTHERN LIGHTS NNE,61.196312,-149.733247,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2222,2222
1253,1253,A STREET & 6TH AVENUE NNE,61.217302,-149.883157,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2223,2223
1254,1254,4TH AVENUE & BARROW ESE,61.2185,-149.880675,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2224,2224
1256,1256,4TH AVENUE & EAGLE ESE,61.218495,-149.874533,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2226,2226
1257,1257,4TH AVENUE & HYDER WSW,61.218462,-149.869659,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2227,2227
1258,1258,4TH AVENUE & KARLUK ESE,61.218518,-149.862052,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2228,2228
1259,1259,3RD AVENUE & POST ROAD ESE,61.219411,-149.8571,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2229,2229
1261,1261,3RD AVENUE & CONCRETE ESE,61.219254,-149.849236,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2230,2230
1262,1262,3RD AVENUE & UNGA ESE,61.21942,-149.841129,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2231,2231
1263,1263,3RD AVENUE & REEVE WSW,61.219396,-149.837213,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2232,2232
1264,1264,COMMERCIAL & CHIPPERFIELD ESE,61.220422,-149.8331,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2233,2233
1266,1266,COMMERCIAL & 2800 S,61.222661,-149.829288,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2235,2235
1267,1267,COMMERCIAL & MEYER WSW,61.224073,-149.823434,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2236,2236
1268,1268,COMMERCIAL & TAYLOR WSW,61.224019,-149.817109,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2237,2237
1269,1269,MOUNTAIN VIEW & TAYLOR ESE,61.224034,-149.814712,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2238,2238
1289,1289,NORTHWAY & PENLAND SSW,61.21534,-149.812651,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2252,2252
1290,1290,NORTHWAY & 800 NORTHWAY WEST,61.214052,-149.81236,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2253,2253
1291,1291,SAN JERONIMO & NORTHWAY ESE,61.211551,-149.811247,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2254,2254
1292,1292,SAN JERONIMO & BRAGAW WSW,61.211566,-149.808707,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2255,2255
1294,1294,BRAGAW & 16TH AVENUE NNW,61.206494,-149.808507,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2256,2256
1295,1295,BRAGAW & 19TH AVENUE SSW,61.203669,-149.808574,http://bustracker.muni.org/InfoPoint/departures.aspx?stopid=2257,2257
